type,name,latitude_deg,longitude_deg,continent,iso_country,iso_region,municipality,icao_code,iata_code,timezone
small_airport,Utirik Airport,11.222219,169.851429,OC,MH,MH-UTI,Utirik Island,,UTK,Pacific/Majuro
small_airport,Ocean Reef Club Airport,25.325399398804,-80.274803161621,NA,US,US-FL,Key Largo,,OCA,America/New_York
small_airport,Cuddihy Field,27.7211,-97.512802,NA,US,US-TX,Corpus Christi,,CUX,America/Chicago
small_airport,Crested Butte Airpark,38.851918,-106.928341,NA,US,US-CO,Crested Butte,,CSE,America/Denver
small_airport,Columbus Airport,31.823898,-107.629924,NA,US,US-NM,Columbus,,CUS,America/Denver
small_airport,LBJ Ranch Airport,30.251801,-98.622498,NA,US,US-TX,Stonewall,,JCY,America/Chicago
seaplane_base,Loring Seaplane Base,55.601299,-131.636993,NA,US,US-AK,Loring,,WLR,America/Sitka
small_airport,Nunapitchuk Airport,60.905591,-162.440454,NA,US,US-AK,Nunapitchuk,,NUP,America/Nome
seaplane_base,Port Alice Seaplane Base,55.803,-133.597,NA,US,US-AK,Port Alice,,PTC,America/Sitka
small_airport,Icy Bay Airport,59.966269,-141.660118,NA,US,US-AK,Icy Bay,,ICY,America/Anchorage
seaplane_base,Port Protection Seaplane Base,56.328800201416,-133.61000061035,NA,US,US-AK,Port Protection,,PPV,America/Sitka
small_airport,Kalakaket Creek AS Airport,64.4166256967,-156.820392609,NA,US,US-AK,Kalakaket Creek,,KKK,America/Anchorage
small_airport,Dunsmuir Muni-Mott Airport,41.263199,-122.272003,NA,US,US-CA,Dunsmuir,,MHS,America/Los_Angeles
small_airport,Chase Field Industrial Airport,28.362444,-97.661917,NA,US,US-TX,Beeville,,NIR,America/Chicago
small_airport,Grand Canyon Bar Ten Airstrip,36.258614,-113.231159,NA,US,US-AZ,Littlefield,,GCT,America/Phoenix
seaplane_base,Ellamar Seaplane Base,60.893818,-146.704038,NA,US,US-AK,Ellamar,,ELW,America/Anchorage
small_airport,Lime Village Airport,61.3591003418,-155.440002441,NA,US,US-AK,Lime Village,,LVD,America/Anchorage
small_airport,Hog River Airport,66.176133,-155.684816,NA,US,US-AK,Hogatza,,HGZ,America/Anchorage
small_airport,Ed-Air Airport,38.851782,-87.49987,NA,US,US-IN,Oaktown,,OTN,America/Indiana/Vincennes
small_airport,Telida Airport,63.393901824951,-153.26899719238,NA,US,US-AK,Telida,,TLF,America/Anchorage
small_airport,Eagle Air Park,28.982200622559,-95.579696655273,NA,US,US-TX,Brazoria,,BZT,America/Chicago
seaplane_base,Entrance Island Seaplane Base,57.412201,-133.43848,NA,US,US-AK,Entrance Island,,HBH,America/Juneau
seaplane_base,False Island Seaplane Base,57.5321998596,-135.212997437,NA,US,US-AK,False Island,,FAK,America/Sitka
small_airport,Blakely Island Airport,48.579162,-122.823844,NA,US,US-WA,Blakely Island,,BYW,America/Los_Angeles
small_airport,Drift River Airport,60.588901519800004,-152.162002563,NA,US,US-AK,Kenai,,DRF,America/Anchorage
small_airport,Rinkenberger Restricted Landing Area,41.230899810800004,-89.61569976810001,NA,US,US-IL,Bradford,,BDF,America/Chicago
small_airport,Tetlin Airport,63.124618,-142.518005,NA,US,US-AK,Tetlin,,TEH,America/Anchorage
small_airport,Roy Otten Memorial Airfield,38.427799224854,-92.875198364258,NA,US,US-MO,Versailles,,VRS,America/Chicago
seaplane_base,Golden Horn Lodge Seaplane Base,59.7470016479,-158.875,NA,US,US-AK,Golden Horn Lodge,,GDH,America/Anchorage
small_airport,Atmautluak Airport,60.866699,-162.272996,NA,US,US-AK,Atmautluak,,ATT,America/Nome
small_airport,Livengood Camp Airport,65.467,-148.6534,NA,US,US-AK,Livengood,,LIV,America/Anchorage
small_airport,Pedro Bay Airport,59.796925,-154.129994,NA,US,US-AK,Pedro Bay,,PDB,America/Anchorage
small_airport,Ouzinkie Airport,57.942094,-152.464314,NA,US,US-AK,Ouzinkie,,KOZ,America/Anchorage
small_airport,Tununak Airport,60.569638,-165.246649,NA,US,US-AK,Tununak,,TNK,America/Nome
seaplane_base,Hyder Seaplane Base,55.903324,-130.009975,NA,US,US-AK,Hyder,,WHD,America/Sitka
small_airport,Minto Al Wright Airport,65.147991,-149.368658,NA,US,US-AK,Minto,,MNT,America/Anchorage
seaplane_base,Tokeen Seaplane Base,55.9370994568,-133.32699585,NA,US,US-AK,Tokeen,,TKI,America/Sitka
medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,NA,US,US-AK,Aleknagik,,WKK,America/Anchorage
seaplane_base,Ketchikan Harbor Seaplane Base,55.349899,-131.677002,NA,US,US-AK,Ketchikan,,WFB,America/Sitka
small_airport,Rollang Field,32.953543,-90.845144,NA,US,US-MS,Rolling Fork,,RFK,America/Chicago
small_airport,Naknek Airport,58.735633,-157.02216,NA,US,US-AK,Naknek,,NNK,America/Anchorage
seaplane_base,Lake Brooks Seaplane Base,58.554798,-155.776993,NA,US,US-AK,Katmai National Park,,BKF,America/Anchorage
small_airport,Southern Seaplane Airport,29.866078,-90.021608,NA,US,US-LA,Belle Chasse,,BCS,America/Chicago
small_airport,Minute Man Air Field,42.460298,-71.519031,NA,US,US-MA,Stow,,MMN,America/New_York
heliport,Catalina Air-Sea Terminal Heliport,33.7491989136,-118.275001526,NA,US,US-CA,San Pedro,,SPQ,America/Los_Angeles
heliport,East 34th Street Heliport,40.742372,-73.972074,NA,US,US-NY,New York,,TSS,America/New_York
seaplane_base,New York Skyports Inc Seaplane Base,40.735061,-73.972814,NA,US,US-NY,New York,,NYS,America/New_York
small_airport,Earl Henry Airport,36.7958984375,-97.3170013428,NA,US,US-OK,Blackwell,,BWL,America/Chicago
seaplane_base,Yes Bay Lodge Seaplane Base,55.9163017273,-131.800994873,NA,US,US-AK,Yes Bay,,WYB,America/Sitka
small_airport,Center Island Airport,48.490046,-122.831612,NA,US,US-WA,Center Island,,CWS,America/Los_Angeles
small_airport,Tatitlek Airport,60.871449,-146.690297,NA,US,US-AK,Tatitlek,,TEK,America/Anchorage
small_airport,Pine Island Airport,36.252744,-75.785256,NA,US,US-NC,Corolla,,DUF,America/New_York
small_airport,Stuart Island Airpark,48.673379,-123.175439,NA,US,US-WA,Friday Harbor,,SSW,America/Los_Angeles
small_airport,Fort Bragg Airport,39.472445,-123.795319,NA,US,US-CA,Fort Bragg,,FOB,America/Los_Angeles
seaplane_base,Port of Poulsbo Marina Moorage Seaplane Base,47.734001159668,-122.64700317383,NA,US,US-WA,Poulsbo,,PUL,America/Los_Angeles
heliport,Century City Heliport,34.060798645,-118.417999268,NA,US,US-CA,Los Angeles,,CCD,America/Los_Angeles
seaplane_base,Meyers Chuck Seaplane Base,55.7396011353,-132.255004883,NA,US,US-AK,Meyers Chuck,,WMK,America/Sitka
small_airport,Maxson Airfield,44.312002,-75.90034,NA,US,US-NY,Alexandria Bay,,AXB,America/New_York
small_airport,Reese Airpark,33.590301513672,-102.03700256348,NA,US,US-TX,Lubbock,,REE,America/Chicago
small_airport,Waldron Airstrip,48.71141,-123.018208,NA,US,US-WA,Eastsound,,WDN,America/Los_Angeles
seaplane_base,Whale Pass Seaplane Float Harbor Facility,56.116299,-133.121994,NA,US,US-AK,Whale Pass,,WWP,America/Sitka
small_airport,Chuathbaluk Airport,61.579102,-159.216003,NA,US,US-AK,Chuathbaluk,,CHU,America/Anchorage
small_airport,Ugashik Airport,57.523476,-157.396344,NA,US,US-AK,Ugashik,,UGS,America/Anchorage
heliport,Recreation and Conference Center Heliport,34.020472,-117.927396,NA,US,US-CA,City of Industry,,JID,America/Los_Angeles
seaplane_base,Philadelphia Seaplane Base,39.859001159668,-75.299598693848,NA,US,US-PA,Essington,,PSQ,America/New_York
small_airport,Levelock Airport,59.12606,-156.860906,NA,US,US-AK,Levelock,,KLL,America/Anchorage
seaplane_base,Saginaw Seaplane Base,56.8862991333,-134.158004761,NA,US,US-AK,Saginaw Bay,,SGW,America/Sitka
small_airport,Tuntutuliak Airport,60.351243,-162.654476,NA,US,US-AK,Tuntutuliak,,WTL,America/Nome
small_airport,Twin Hills Airport,59.074713,-160.274992,NA,US,US-AK,Twin Hills,,TWA,America/Anchorage
small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,NA,US,US-AK,Chignik Lake,,KCQ,America/Anchorage
small_airport,Adado Airport,6.095802,46.6375,AF,SO,SO-GA,Adado,HCAD,AAD,Africa/Mogadishu
small_airport,Atkamba Airport,-6.06462,141.095173,OC,PG,PG-WPD,Atkamba Mission,,ABP,Pacific/Port_Moresby
small_airport,Arica Airport,-2.143713,-71.75935,SA,CO,CO-AMA,Arica,,ACM,America/Bogota
small_airport,El Daein Airport,11.4023,26.1186,AF,SD,SD-DE,El Daein,,ADV,Africa/Khartoum
small_airport,Adareil Airport,10.053611,32.959444,AF,SS,SS-NU,Adar,,AEE,Africa/Juba
small_airport,Ar Horqin Airport,43.908407,120.15099,AS,CN,CN-15,Chifeng,,AEQ,Asia/Shanghai
heliport,Toorghodi Heliport,35.222198,62.2906,AS,AF,AF-HER,Kara Tapa,OATD,,Asia/Kabul
small_airport,Andkhoy Airport,36.942659,65.206746,AS,AF,AF-FYB,Andkhoy,OAAK,,Asia/Kabul
small_airport,Logar Airport,33.9865,69.023102,AS,AF,AF-LOW,,OALG,,Asia/Kabul
small_airport,Muqur Airport,32.879601,67.848602,AS,AF,AF-GHA,Muqur,OAMK,,Asia/Kabul
small_airport,Panjab Airport,34.391726,67.020445,AS,AF,AF-BAM,Panjab,OAPJ,,Asia/Kabul
small_airport,Taywarah Airport,33.54309,64.42542,AS,AF,AF-GHO,Taywarah,OATW,,Asia/Kabul
seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,AS,LK,LK-5,Ampara,,AFK,Asia/Colombo
small_airport,Afutara Aerodrome,-9.191389,160.948611,OC,SB,SB-ML,Bila,AGAF,AFT,Pacific/Guadalcanal
small_airport,Ulawa Airport,-9.86054358262,161.979546547,OC,SB,SB-MK,Arona,AGAR,RNA,Pacific/Guadalcanal
small_airport,Uru Harbour Airport,-8.87333,161.011002,OC,SB,SB-ML,Atoifi,AGAT,ATD,Pacific/Guadalcanal
small_airport,Barakoma Airport,-7.912779808044434,156.70599365234375,OC,SB,SB-WE,Barakoma,AGBA,VEV,Pacific/Guadalcanal
small_airport,Batuna Aerodrome,-8.56202777778,158.119305556,OC,SB,SB-WE,Batuna Mission Station,AGBT,BPF,Pacific/Guadalcanal
small_airport,Geva Airport,-7.575829982757568,156.5970001220703,OC,SB,SB-WE,Liangia,AGEV,GEF,Pacific/Guadalcanal
small_airport,Angoram Airport,-4.057077,144.073841,OC,PG,PG-ESW,Angoram,,AGG,Pacific/Port_Moresby
small_airport,Gwaunaru'u Airport,-8.70257,160.682007,OC,SB,SB-ML,Auki,AGGA,AKS,Pacific/Guadalcanal
small_airport,Bellona/Anua Airport,-11.302222222200001,159.798333333,OC,SB,SB-RB,Anua,AGGB,BNY,Pacific/Guadalcanal
small_airport,Choiseul Bay Airport,-6.711944,156.396111,OC,SB,SB-CH,Choiseul Bay,AGGC,CHY,Pacific/Guadalcanal
small_airport,Ballalae Airport,-6.990745,155.886656,OC,SB,SB-WE,Ballalae,AGGE,BAS,Pacific/Guadalcanal
small_airport,Fera/Maringe Airport,-8.1075,159.576996,OC,SB,SB-IS,Fera Island,AGGF,FRE,Pacific/Guadalcanal
large_airport,Honiara International Airport,-9.428,160.054993,OC,SB,SB-GU,Honiara,AGGH,HIR,Pacific/Guadalcanal
small_airport,Babanakira Airport,-9.7475,159.839005,OC,SB,SB-GU,Mbambanakira,AGGI,MBU,Pacific/Guadalcanal
small_airport,Avu Avu Airport,-9.868333,160.410556,OC,SB,SB-GU,Avu Avu,AGGJ,AVU,Pacific/Guadalcanal
small_airport,Ngorangora Airport,-10.449700355500001,161.897994995,OC,SB,SB-MK,Kirakira,AGGK,IRA,Pacific/Guadalcanal
small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,AGGL,SCZ,Pacific/Guadalcanal
medium_airport,Munda Airport,-8.32797,157.263,OC,SB,SB-WE,Munda,AGGM,MUA,Pacific/Guadalcanal
small_airport,Nusatupe Airport,-8.09778022766,156.863998413,OC,SB,SB-WE,Gizo,AGGN,GZO,Pacific/Guadalcanal
small_airport,Mono Airport,-7.416940212249756,155.56500244140625,OC,SB,SB-WE,Stirling Island,AGGO,MNY,Pacific/Guadalcanal
small_airport,Parasi Airport,-9.641670227050781,161.4250030517578,OC,SB,SB-ML,Parasi,AGGP,PRS,Pacific/Guadalcanal
small_airport,Rennell/Tingoa Airport,-11.55,160.062778,OC,SB,SB-RB,Rennell Island,AGGR,RNL,Pacific/Guadalcanal
small_airport,Sege Airport,-8.57889,157.876007,OC,SB,SB-WE,Sege,AGGS,EGM,Pacific/Guadalcanal
small_airport,Santa Ana Airport,-10.847994,162.454108,OC,SB,SB-MK,Santa Ana Island,AGGT,NNB,Pacific/Guadalcanal
small_airport,Marau Airport,-9.861669540409999,160.824996948,OC,SB,SB-GU,Marau,AGGU,RUS,Pacific/Guadalcanal
small_airport,Suavanao Airport,-7.58556,158.731003,OC,SB,SB-IS,Suavanao,AGGV,VAO,Pacific/Guadalcanal
small_airport,Yandina Airport,-9.092816,159.21841,OC,SB,SB-CE,Yandina,AGGY,XYA,Pacific/Guadalcanal
heliport,Isuna Heliport,-9.805809,159.962722,OC,SB,SB-GU,Veravaulo,AGIN,,Pacific/Guadalcanal
small_airport,Kagua Airport,-6.396388888890001,143.853611111,OC,PG,PG-SHM,Kagua,,AGK,Pacific/Port_Moresby
small_airport,Kaghau Airport,-7.3305,157.585,OC,SB,SB-CH,Kagau Island,AGKG,KGE,Pacific/Guadalcanal
small_airport,Kukudu Airport,-8.0262,156.94783,OC,SB,SB-WE,Kolombangara Island,AGKU,KUE,Pacific/Guadalcanal
small_airport,Kwailabesi Airport,-8.360508,160.775127,OC,SB,SB-ML,Kwailabesi,AGKW,KWS,Pacific/Guadalcanal
small_airport,Lomlom Airport,-10.296828,166.327322,OC,SB,SB-TE,Lomlom,AGLM,LLM,Pacific/Guadalcanal
small_airport,Nana Airport,-10.6758,162.2049,OC,SB,SB-MK,Star Harbor,AGNA,NAZ,Pacific/Guadalcanal
small_airport,Manaoba Airport,-8.325008,160.80051,OC,SB,SB-ML,Manaoba,AGOB,MHM,Pacific/Guadalcanal
small_airport,Gatokae Aerodrome,-8.738358,158.202836,OC,SB,SB-WE,Gatokae,AGOK,GTA,Pacific/Guadalcanal
small_airport,Ringi Cove Airport,-8.12639045715332,157.14300537109375,OC,SB,SB-WE,Ringi Cove,AGRC,RIN,Pacific/Guadalcanal
small_airport,Ramata Airport,-8.168060302734375,157.64300537109375,OC,SB,SB-WE,Ramata,AGRM,RBV,Pacific/Guadalcanal
heliport,Tulaghi Heliport,-9.108,160.149166667,OC,SB,SB-CE,Tulaghi Island,AGTI,TLG,Pacific/Guadalcanal
small_airport,Argyle Downs Airport,-16.508604,128.922485,OC,AU,AU-WA,Argyle Downs,,AGY,Australia/Perth
small_airport,Ambatolhy Airport,-20.015833333299998,45.535,AF,MG,MG-U,Ambatolahy,,AHY,Indian/Antananarivo
small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,OC,MH,MH-ALL,Bigatyelang Island,,AIC,Pacific/Majuro
small_airport,Chena Hot Springs Airport,65.0518035889,-146.04699707,NA,US,US-AK,Chena Hot Springs,,CEX,America/Anchorage
small_airport,Solomon State Field,64.5605,-164.4457,NA,US,US-AK,Solomon,,SOL,America/Nome
small_airport,Herendeen Bay Airport,55.802346,-160.901346,NA,US,US-AK,Herendeen Bay,,HED,America/Anchorage
small_airport,Taylor Airport,65.6792984009,-164.798995972,NA,US,US-AK,Taylor,,TWE,America/Nome
seaplane_base,Tikchik Lodge Seaplane Base,59.9631996155,-158.477005005,NA,US,US-AK,Tikchik,,KTH,America/Anchorage
seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,NA,US,US-AK,Tuxekan Island,,NKI,America/Sitka
small_airport,Candle 2 Airport,65.907699585,-161.925994873,NA,US,US-AK,Candle,,CDL,America/Anchorage
seaplane_base,Amook Bay Seaplane Base,57.4715003967,-153.815002441,NA,US,US-AK,Amook Bay,,AOS,America/Anchorage
small_airport,Boswell Bay Airport,60.4230995178,-146.145996094,NA,US,US-AK,Boswell Bay,,BSW,America/Anchorage
small_airport,Zakuoma Airport,10.8902777778,19.8172222222,AF,TD,TD-SA,ZaKouma,,AKM,Africa/Ndjamena
seaplane_base,Alitak Seaplane Base,56.897294,-154.249692,NA,US,US-AK,Lazy Bay,,ALZ,America/Anchorage
small_airport,Alto Molocue Airport,-15.6102777778,37.6813888889,AF,MZ,MZ-Q,Alto Molocue,,AME,Africa/Maputo
small_airport,Ambatomainty Airport,-17.686667,45.623889,AF,MG,MG-M,,FMMB,AMY,Indian/Antananarivo
medium_airport,Nauru International Airport,-0.547458,166.919006,OC,NR,NR-14,Yaren District,ANYN,INU,Pacific/Nauru
small_airport,Angus Downs Airport,-25.0325,132.2748,OC,AU,AU-NT,Angus Downs Station,,ANZ,Australia/Darwin
small_airport,Catoca Airport,-9.431359,20.311557,AF,AO,AO-LSU,Saurimo,,CTV,Africa/Luanda
small_airport,Andulo Airport,-11.4723,16.710899,AF,AO,AO-BIE,Andulo,,ANL,Africa/Luanda
small_airport,Huambo Airport,-12.786306,15.774528,AF,AO,AO-HUA,Huambo,FNNL,,Africa/Luanda
small_airport,Cangamba Airport,-13.7106,19.861099,AF,AO,AO-MOX,Cangamba,,CNZ,Africa/Luanda
small_airport,Dirico Airport,-17.981924,20.768061,AF,AO,AO-CCU,Dirico,,DRC,Africa/Luanda
small_airport,N'dalatando Airport,-9.280378,14.982432,AF,AO,AO-CNO,N'dalatando,,NDF,Africa/Luanda
small_airport,Annanberg Airport,-4.90416666667,144.635833333,OC,PG,PG-MPM,,,AOB,Pacific/Port_Moresby
small_airport,Abou-Deïa Airport,11.4773,19.2874,AF,TD,TD-SA,Abou-Deïa,,AOD,Africa/Ndjamena
small_airport,Asapa Airport,-8.979167,148.103611,OC,PG,PG-NPP,,,APP,Pacific/Port_Moresby
small_airport,Girdwood-Alyeska Airport,60.968774,-149.119792,NA,US,US-AK,Girdwood,,AQY,America/Anchorage
small_airport,Bragado Airport,-35.145811,-60.480294,SA,AR,AR-B,Bragado,,QRF,America/Argentina/Buenos_Aires
small_airport,Caleta Olivia Airport,-46.37428,-67.59409,SA,AR,AR-Z,Caleta Olivia,,CVI,America/Argentina/Rio_Gallegos
small_airport,Charata Airport,-27.2164,-61.2103,SA,AR,AR-H,Charata,,CNT,America/Argentina/Cordoba
small_airport,General Villegas Airport,-34.995728,-62.999725,SA,AR,AR-B,General Villegas,,VGS,America/Argentina/Buenos_Aires
small_airport,Los Menucos Airport,-40.817699,-68.074699,SA,AR,AR-R,Los Menucos,,LMD,America/Argentina/Salta
small_airport,Valcheta Airport,-40.700001,-66.150002,SA,AR,AR-R,Valcheta,,VCF,America/Argentina/Salta
small_airport,Carmen de Patagones Airport,-40.7781,-62.9803,SA,AR,AR-B,Carmen de Patagones,,CPG,America/Argentina/Buenos_Aires
small_airport,Aragip Airport,-9.88333333333,149.483333333,OC,PG,PG-MBA,,,ARP,Pacific/Port_Moresby
small_airport,Asirim Airport,-6.009722222220001,150.368611111,OC,PG,PG-WBK,,,ASZ,Pacific/Port_Moresby
heliport,Pöchlarn-Wörth Heliport,48.214386,15.255579,EU,AT,AT-3,Pöchlarn-Wörth,LOAL,,Europe/Vienna
heliport,Eisenstadt Heliport,47.84677,16.51345,EU,AT,AT-1,Eisenstadt,LOAE,,Europe/Vienna
heliport,Baden Hospital Helipad,48.000612,16.255796,EU,AT,AT-3,Baden,LOAF,,Europe/Vienna
heliport,Horn Heliport,48.669249,15.660705,EU,AT,AT-3,Horn,LOAH,,Europe/Vienna
heliport,Krems University Hospital Helipad,48.412753,15.615224,EU,AT,AT-3,Krems,LOAK,,Europe/Vienna
heliport,Wien-Meidling Heliport,48.173743,16.322633,EU,AT,AT-9,Vienna,LOAM,,Europe/Vienna
small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,OC,AU,AU-QLD,Lady Elliot Island,YLTT,LYT,Australia/Brisbane
small_airport,Gruyere Airport,-28.034548,123.81506,OC,AU,AU-WA,Cosmo Newbery,,GYZ,Australia/Perth
small_airport,Packsaddle Airport,-30.29424,142.13758,OC,AU,AU-NSW,Packsaddle,YPAS,,Australia/Sydney
small_airport,Moora Airport,-30.684896,115.982059,OC,AU,AU-WA,Moora,YMRO,,Australia/Perth
small_airport,Oakden Hills Airport,-31.66598,137.0361,OC,AU,AU-SA,Oakden Hills,YOKH,,Australia/Adelaide
small_airport,Wirraminna Airport,-31.19277,136.21988,OC,AU,AU-SA,Wirraminna,YWIR,,Australia/Adelaide
small_airport,Agnew Airport,-12.1456,142.149369,OC,AU,AU-QLD,Agnew,,AGW,Australia/Brisbane
small_airport,Alroy Downs Airport,-19.2908,136.078995,OC,AU,AU-NT,Alroy Downs,,AYD,Australia/Darwin
small_airport,Baniyala Airport,-13.1981,136.227005,OC,AU,AU-NT,Baniyala,,BYX,Australia/Darwin
small_airport,Coolibah Airport,-15.548299789428711,130.96200561523438,OC,AU,AU-NT,Coolibah,,COB,Australia/Darwin
small_airport,Coorabie Airport,-31.894399642944336,132.29600524902344,OC,AU,AU-SA,Coorabie,,CRJ,Australia/Adelaide
small_airport,Carlton Hill Airport,-15.501899719238281,128.53399658203125,OC,AU,AU-WA,Carlton Hill,,CRY,Australia/Perth
small_airport,Cresswell Downs Airport,-17.947999954223633,135.91600036621094,OC,AU,AU-NT,Cresswell Downs,,CSD,Australia/Darwin
small_airport,Diamantina Lakes Airport,-23.761699676513672,141.14500427246094,OC,AU,AU-QLD,Diamantina Lakes,,DYM,Australia/Brisbane
seaplane_base,Hayman Island Resort Seaplane Base,-20.059999465942383,148.88099670410156,OC,AU,AU-QLD,Hayman Island,,HIS,Australia/Lindeman
small_airport,Helenvale Airport,-15.685799598693848,145.21499633789062,OC,AU,AU-QLD,Helenvale,,HLV,Australia/Brisbane
small_airport,Kimberley Downs Airport,-17.39780044555664,124.3550033569336,OC,AU,AU-WA,Kimberley Downs,,KBD,Australia/Perth
small_airport,Kulgera Airport,-25.8428,133.292007,OC,AU,AU-NT,Ghan,,KGR,Australia/Darwin
small_airport,Peppimenarti Airport,-14.1442,130.091003,OC,AU,AU-NT,Peppimenarti,,PEP,Australia/Darwin
small_airport,Rockhampton Downs Airport,-18.95330047607422,135.2010040283203,OC,AU,AU-NT,Rockhampton Downs,,RDA,Australia/Darwin
small_airport,Sturt Creek Airport,-19.166400909423828,128.1739959716797,OC,AU,AU-WA,Sturt Creek,,SSK,Australia/Perth
small_airport,Shaw River Airport,-21.510299682617188,119.36199951171875,OC,AU,AU-WA,Shaw River,,SWB,Australia/Perth
small_airport,Torwood Airport,-17.363300323486328,143.75,OC,AU,AU-QLD,Torwood,,TWP,Australia/Brisbane
small_airport,Springvale Airport,-17.7869,127.669998,OC,AU,AU-WA,Springvale,,ZVG,Australia/Perth
small_airport,Awar Airport (unusable),-4.122278,144.853292,OC,PG,PG-MPM,Awar,,AWR,Pacific/Port_Moresby
medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,AS,CN,CN-15,Bayanhot,ZBAL,AXF,Asia/Shanghai
small_airport,Pantar Kabir Airport,-8.244832,124.219108,AS,ID,ID-NT,Kabir,,AXO,Asia/Makassar
small_airport,Ama Airport,-4.10111111111,141.67,OC,PG,PG-ESW,,AYAA,AMF,Pacific/Port_Moresby
small_airport,Mount Aue Airport,-6.229978,144.664181,OC,PG,PG-JWK,Aue,AYAE,UAE,Pacific/Port_Moresby
small_airport,Afore Airstrip,-9.13867,148.390701,OC,PG,PG-NPP,Afore,AYAF,AFR,Pacific/Port_Moresby
small_airport,Agaun Airport,-9.927715,149.389951,OC,PG,PG-MBA,Agaun,AYAG,AUP,Pacific/Port_Moresby
small_airport,Aitape Airport,-3.143611,142.346806,OC,PG,PG-SAN,Aitape,AYAI,ATP,Pacific/Port_Moresby
small_airport,Aiambak Airport,-7.342777777779999,141.2675,OC,PG,PG-WPD,Aiambak,AYAK,AIH,Pacific/Port_Moresby
small_airport,Amanab Airport,-3.586,141.214333333,OC,PG,PG-SAN,Amanab,AYAM,AMU,Pacific/Port_Moresby
small_airport,Andakombe Airport,-7.13722222222,145.744722222,OC,PG,PG-EHG,Andekombe,AYAN,ADC,Pacific/Port_Moresby
small_airport,Aiome Airport,-5.145699978,144.7307003,OC,PG,PG-MPM,Aiome,AYAO,AIE,Pacific/Port_Moresby
small_airport,Kompiam Airport,-5.38166666667,143.924722222,OC,PG,PG-EPW,,AYAQ,KPM,Pacific/Port_Moresby
small_airport,Ambunti Airport,-4.21566666667,142.823166667,OC,PG,PG-ESW,Ambunti,AYAT,AUJ,Pacific/Port_Moresby
small_airport,Awaba Airport,-8.013414,142.752099,OC,PG,PG-WPD,Awaba,AYAW,AWB,Pacific/Port_Moresby
small_airport,Aseki Airport,-7.350805,146.193994,OC,PG,PG-MPL,Aseki,AYAX,AEK,Pacific/Port_Moresby
small_airport,Aiyura Airport,-6.33805555556,145.904166667,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,Pacific/Port_Moresby
medium_airport,Baimuru Airport,-7.49686002731,144.819900513,OC,PG,PG-GPK,Baimuru,AYBA,VMU,Pacific/Port_Moresby
small_airport,Bambu Airport,-5.863611111110001,146.4925,OC,PG,PG-MPM,Bambu,AYBC,BCP,Pacific/Port_Moresby
small_airport,Bodinumu Airport,-9.107777777779999,147.666722222,OC,PG,PG-CPM,Bodinumu,AYBD,BNM,Pacific/Port_Moresby
small_airport,Bamu Airport,-7.8485,143.2433,OC,PG,PG-WPD,Bamu,AYBF,BMZ,Pacific/Port_Moresby
small_airport,Baindoung Airport,-6.34722222222,146.942222222,OC,PG,PG-MPL,,AYBG,BDZ,Pacific/Port_Moresby
small_airport,Bensbach Airport,-8.85805555556,141.259444444,OC,PG,PG-WPD,Bensbach,AYBH,BSP,Pacific/Port_Moresby
small_airport,Bewani Airport,-3.0216666666700003,141.165277778,OC,PG,PG-SAN,Bewani,AYBI,BWP,Pacific/Port_Moresby
medium_airport,Buka Airport,-5.4223198890686035,154.67300415039062,OC,PG,PG-NSB,Buka Island,AYBK,BUA,Pacific/Bougainville
small_airport,Bialla Airport,-5.3305602073700005,151.007995605,OC,PG,PG-WBK,"Bialla, Matalilu, Ewase",AYBL,BAA,Pacific/Port_Moresby
medium_airport,Balimo Airport,-8.05000019073,142.932998657,OC,PG,PG-WPD,Balimo,AYBM,OPU,Pacific/Port_Moresby
small_airport,Bomai Airport,-6.37316666667,144.637,OC,PG,PG-CPK,Bomai,AYBO,BMH,Pacific/Port_Moresby
small_airport,Bapi Airstrip,-7.743611111110001,147.020555556,OC,PG,PG-MPL,Bapi,AYBP,BPD,Pacific/Port_Moresby
small_airport,Biangabip Airport,-5.526389,141.744583,OC,PG,PG-WPD,Biangabip,AYBQ,BPK,Pacific/Port_Moresby
small_airport,Biaru Airport,-7.6693,146.7594,OC,PG,PG-MPL,Biaru,AYBR,BRP,Pacific/Port_Moresby
small_airport,Bulolo Airport,-7.216286671410001,146.649541855,OC,PG,PG-MPL,Bulolo,AYBU,BUL,Pacific/Port_Moresby
small_airport,Biniguni Airport,-9.6425,149.303889,OC,PG,PG-MBA,Biniguni,AYBZ,XBN,Pacific/Port_Moresby
small_airport,Chungribu Airport,-4.80662,144.714996,OC,PG,PG-MPM,Chungribu,AYCB,CVB,Pacific/Port_Moresby
